"Código","Município","UF","Nível de Aprendizagem (Português | 5º ano | 2015)","Faixa de Aprendizagem (Português | 5º ano | 2015)","Nível de Desigualdade por Raça (Português | 5º ano | 2015)","Faixa de Desigualdade por Raça (Português | 5º ano | 2015)","Nível de Aprendizagem (Matemática | 5º ano | 2015)","Faixa de Aprendizagem (Matemática | 5º ano | 2015)","Nível de Desigualdade por Raça (Matemática | 5º ano | 2015)","Faixa de Desigualdade por Raça (Matemática | 5º ano | 2015)"
"2310506","Pedra Branca","CE","-0.215758398963929","Alta","0.29051160442248","Situações atípicas","-0.24832002617962","Alta","0.193378181644823","Situações atípicas"
"2310605","Penaforte","CE","-0.42302264161699","Médio-alta","-0.779840455659834","Desigualdade alta","-0.419657752400362","Médio-alta","-0.555793334113137","Desigualdade alta"
"2310704","Pentecoste","CE","-0.499884311439767","Médio-alta","-0.500652987075224","Desigualdade","-0.775099053234263","Média","-0.339319915815756","Desigualdade"
"2310803","Pereiro","CE","-0.547950618597299","Médio-alta","-0.607206941556952","Desigualdade alta","-0.970509730075599","Média","-0.789305364958595","Desigualdade alta"
"2310852","Pindoretama","CE","-0.580017986174073","Médio-alta","-0.797467155287846","Desigualdade alta","-0.962949445551919","Média","-0.00144169345418014","Equidade"
"2310902","Piquet Carneiro","CE","-0.473860337898446","Médio-alta","-0.832868338538493","Desigualdade alta","-0.563744664143843","Médio-alta","-0.497573781321407","Desigualdade"
"2310951","Pires Ferreira","CE","-0.125200153871652","Alta","-0.577713311506984","Desigualdade alta","-0.225057541145276","Alta","-0.85788076377028","Desigualdade alta"
"2311009","Poranga","CE","-0.376140552244786","Médio-alta","-0.814142047791829","Desigualdade alta","-0.635794849435251","Média","-0.779229111532029","Desigualdade alta"
"2311108","Porteiras","CE","-0.18830357003445","Alta","-0.00331048727243716","Desigualdade","-0.327025843285653","Médio-alta","-0.277356874578286","Desigualdade"
"2311207","Potengi","CE","-0.653191876871456","Média","-0.00256490236825957","Desigualdade","-0.762764852682628","Média","-0.00236788439510279","Desigualdade"
"2311231","Potiretama","CE","-0.678553874681715","Média","-0.722126559022076","Desigualdade alta","-0.823340154879221","Média","-0.899100458866577","Desigualdade alta"
"2311264","Quiterianópolis","CE","-0.61500565280979","Média","-0.712542990084273","Desigualdade alta","-0.840735126953797","Média","-0.544487195884528","Desigualdade"
"2311306","Quixadá","CE","-0.752705349743348","Média","-0.125862743531662","Desigualdade","-1.15813288232362","Médio-baixa","-0.11148999525561","Desigualdade"
"2311355","Quixelô","CE","-0.631518600519717","Média","-0.983685513872336","Desigualdade extrema","-0.88053305008253","Média","-0.888351830664073","Desigualdade alta"
"2311405","Quixeramobim","CE","-0.235564315422895","Alta","-0.124355563544132","Desigualdade","-0.355774923628581","Médio-alta","-0.118448541531275","Desigualdade"
"2311504","Quixeré","CE","-0.524085662238712","Médio-alta","-0.607664442739451","Desigualdade alta","-0.862611969592465","Média","-0.663005412608836","Desigualdade alta"
"2311603","Redenção","CE","-0.57275810904377","Médio-alta","-0.341586872137583","Desigualdade","-0.922175637824269","Média","-0.25570273387009","Desigualdade"
"2311702","Reriutaba","CE","-0.166076261185546","Alta","-0.000893571763229368","Equidade","-0.234183433142084","Alta","-0.00196995076055704","Desigualdade"
"2311801","Russas","CE","-0.304388571324994","Médio-alta","-0.16869384000421","Desigualdade","-0.444910890570715","Médio-alta","-0.160755314443616","Desigualdade"
"2311900","Saboeiro","CE","-0.424941462831352","Médio-alta","0.0000882251668216246","Equidade","-0.519510048427872","Médio-alta","-0.899463836611728","Desigualdade alta"
"2311959","Salitre","CE","-0.762817504801288","Média","-0.294374815544997","Desigualdade","-1.1095121688833","Médio-baixa","-0.294355598702365","Desigualdade"
"2312007","Santana do Acaraú","CE","-0.759472243460933","Média","-0.00286345732907015","Desigualdade","-1.09717196312524","Médio-baixa","-0.0137146756120837","Desigualdade"
"2312106","Santana do Cariri","CE","-0.647103039998454","Média","0.00155497935577367","Situações atípicas","-0.974157166593009","Média","0.309047881170893","Situações atípicas"
"2312205","Santa Quitéria","CE","-0.725651795134332","Média","-0.255273717806894","Desigualdade","-1.12717856400036","Médio-baixa","-0.355216046244762","Desigualdade"
"2312304","São Benedito","CE","-0.744535470145358","Média","-0.164669740469779","Desigualdade","-1.18220226704951","Médio-baixa","-0.221612710615506","Desigualdade"
"2312403","São Gonçalo do Amarante","CE","-0.359946098548215","Médio-alta","-0.210212743526034","Desigualdade","-0.641212202738775","Média","-0.264955772666711","Desigualdade"
"2312502","São João do Jaguaribe","CE","-0.642327075669228","Média","-0.773934240712344","Desigualdade alta","-0.578746764588416","Médio-alta","-0.593447774050337","Desigualdade alta"
"2312601","São Luís do Curu","CE","-0.957217432455479","Média","-0.00130387029077931","Equidade","-1.48288488221065","Baixa","-0.00182075290455844","Desigualdade"
"2312700","Senador Pompeu","CE","-0.649524994050278","Média","-0.483783661854318","Desigualdade","-0.951761711941793","Média","-0.527470915843039","Desigualdade"
"2312809","Senador Sá","CE","-0.440568446356865","Médio-alta","-0.521710222171613","Desigualdade","-0.454955773729269","Médio-alta","-0.703441877088659","Desigualdade alta"
"2312908","Sobral","CE","0.0359743228852866","Alta","-0.133556042808595","Desigualdade","0.196947424502916","Alta","-0.101145883982364","Desigualdade"
"2313005","Solonópole","CE","-0.530233332413966","Médio-alta","-0.588190231393205","Desigualdade alta","-0.531180335664497","Médio-alta","-0.30036274787998","Desigualdade"
"2313104","Tabuleiro do Norte","CE","-0.565258233659157","Médio-alta","-0.624293754165356","Desigualdade alta","-0.782124229307539","Média","-0.37600471064922","Desigualdade"
"2313203","Tamboril","CE","-0.474825307252276","Médio-alta","-0.493254002594023","Desigualdade","-0.725268441413487","Média","-0.537780863595436","Desigualdade"
"2313252","Tarrafas","CE","-0.568928232864409","Médio-alta","-0.78186555622146","Desigualdade alta","-0.685395114914863","Média","-1.11430909873443","Desigualdade extrema"
"2313302","Tauá","CE","-0.244833125160209","Alta","-0.333239999802957","Desigualdade","-0.407993621935289","Médio-alta","-0.228756433286145","Desigualdade"
"2313351","Tejuçuoca","CE","-0.745371239399733","Média","-0.953724814963078","Desigualdade extrema","-1.23175100152395","Médio-baixa","-0.986741145617828","Desigualdade extrema"
"2313401","Tianguá","CE","-0.42837344686536","Médio-alta","-0.283290829002038","Desigualdade","-0.711823973053329","Média","-0.191483317922254","Desigualdade"
"2313500","Trairi","CE","-0.649583221883963","Média","-0.00165017831697219","Desigualdade","-0.997502470198677","Média","-0.107112495982158","Desigualdade"
"2313559","Tururu","CE","-0.447505265288705","Médio-alta","-0.622161548260026","Desigualdade alta","-0.755267238843686","Média","-0.865501124741504","Desigualdade alta"
"2313609","Ubajara","CE","-0.29788926277432","Médio-alta","-0.341844529002744","Desigualdade","-0.500338112041617","Médio-alta","-0.579006591496683","Desigualdade alta"
"2313708","Umari","CE","-1.07884503786302","Médio-baixa","0.599213712535285","Situações atípicas","-1.47733017191605","Baixa","0.000165420535720626","Equidade"
"2313757","Umirim","CE","-0.719342451819997","Média","-0.552441423419171","Desigualdade alta","-1.07386447887113","Médio-baixa","-0.972120469659865","Desigualdade extrema"
"2313807","Uruburetama","CE","-0.641717543822578","Média","-0.661681711126534","Desigualdade alta","-1.07057333789414","Médio-baixa","-0.904460291142379","Desigualdade alta"
"2313906","Uruoca","CE","-0.238611055425683","Alta","0.00117624489011204","Equidade","-0.322256513485896","Médio-alta","-0.39940833340862","Desigualdade"
"2313955","Varjota","CE","-0.35261497969871","Médio-alta","-0.00317781626775076","Desigualdade","-0.418816364791943","Médio-alta","-0.00165178667898583","Desigualdade"
"2314003","Várzea Alegre","CE","-0.781118810160514","Média","-0.26230944181726","Desigualdade","-1.10922171373261","Médio-baixa","-0.161814347453345","Desigualdade"
"2314102","Viçosa do Ceará","CE","-0.432438852414967","Médio-alta","-0.00122931169387546","Equidade","-0.604311713560726","Média","-0.195932607127599","Desigualdade"
"2400109","Acari","RN","-0.399475488363118","Médio-alta","-0.0019094356236703","Desigualdade","-0.749381042263909","Média","-0.664050895097313","Desigualdade alta"
"2400208","Açu","RN","-1.19335752188991","Médio-baixa","-0.225811561735697","Desigualdade","-1.70313474664502","Baixa","-0.148275244756314","Desigualdade"
"2400307","Afonso Bezerra","RN","-1.26223938244609","Médio-baixa","-0.813085910432472","Desigualdade alta","-1.8938907107074","Baixa","-0.902231848202977","Desigualdade alta"
"2400406","Água Nova","RN","-1.0810183888989","Médio-baixa","-0.747243269411133","Desigualdade alta","-1.21350766651878","Médio-baixa","-0.0034569666964189","Desigualdade"
"2400505","Alexandria","RN","-0.749642225478654","Média","-0.665165941552709","Desigualdade alta","-0.938305490721741","Média","0.00197071745003966","Situações atípicas"
"2400604","Almino Afonso","RN","-1.26850002181603","Médio-baixa","-5.676745576953e-7","Equidade","-2.04164774901166","Baixa","-0.00262140447142281","Desigualdade"
"2400703","Alto do Rodrigues","RN","-0.982957595008066","Média","-0.696008266132182","Desigualdade alta","-1.46686706528658","Baixa","-0.398467103644474","Desigualdade"
"2400802","Angicos","RN","-0.995722343172002","Média","-0.633694830442222","Desigualdade alta","-1.13275672446189","Médio-baixa","-0.707329611470474","Desigualdade alta"
"2400901","Antônio Martins","RN","-0.996364192192439","Média","-1.32965060397606","Desigualdade extrema","-1.17621292399115","Médio-baixa","-0.53569880461703","Desigualdade"
"2401008","Apodi","RN","-0.71527620897024","Média","-0.885101262591544","Desigualdade alta","-0.958542438018795","Média","-0.719354418183519","Desigualdade alta"
"2401107","Areia Branca","RN","-1.09541170936373","Médio-baixa","-0.464560192535531","Desigualdade","-1.44228585119537","Baixa","-0.363386685179867","Desigualdade"
"2401206","Arês","RN","-1.37615578119885","Baixa","-0.3317757312821","Desigualdade","-1.80796877002355","Baixa","-0.382447774158901","Desigualdade"
"2401305","Campo Grande","RN","-1.24286928178831","Médio-baixa","-0.724204556749531","Desigualdade alta","-1.7804652100664","Baixa","-0.729602326575584","Desigualdade alta"
"2401404","Baía Formosa","RN","-1.70814952506689","Baixa","-0.500015455687057","Desigualdade","-1.75508513481262","Baixa","-0.475524149450058","Desigualdade"
"2401453","Baraúna","RN","-1.03031911524256","Média","-0.512642914777872","Desigualdade","-1.38259320591596","Baixa","-0.565385405295776","Desigualdade alta"
"2401503","Barcelona","RN","-0.868262570081162","Média","-0.00306705199343301","Desigualdade","-1.20977601073562","Médio-baixa","0.000716029517645296","Equidade"
"2401602","Bento Fernandes","RN","-1.85553849791342","Baixa","-0.535832525102821","Desigualdade","-2.22287250069045","Baixa","0.456871402461691","Situações atípicas"
"2401651","Bodó","RN","-1.66055261126","Baixa","-0.759118624187583","Desigualdade alta","-1.8387398622707","Baixa","-0.00465027339930296","Desigualdade"
"2401701","Bom Jesus","RN","-1.19767410354935","Médio-baixa","-0.728018699889615","Desigualdade alta","-1.9575399511048","Baixa","-0.630260036018013","Desigualdade alta"
"2401800","Brejinho","RN","-1.15331835347538","Médio-baixa","-0.00151013433426675","Desigualdade","-1.54913486277836","Baixa","-0.306979698764879","Desigualdade"
"2401859","Caiçara do Norte","RN","-0.860554231603126","Média","-0.0014052283466059","Equidade","-1.25093712158634","Médio-baixa","-0.844926515587462","Desigualdade alta"
"2401909","Caiçara do Rio do Vento","RN","-1.51562557284319","Baixa","0.000167894264349355","Equidade","-2.08064681684523","Baixa","0.000128070039391662","Equidade"
"2402006","Caicó","RN","-0.675818630800676","Média","-0.48607043077016","Desigualdade","-0.9664566401394","Média","-0.438154471507278","Desigualdade"
"2402105","Campo Redondo","RN","-1.00003784798515","Média","-0.766197045435092","Desigualdade alta","-1.38107117906741","Baixa","-0.745156157363665","Desigualdade alta"
"2402204","Canguaretama","RN","-1.3353888662446","Médio-baixa","-0.147646585025667","Desigualdade","-1.76615872274971","Baixa","-0.157972212631072","Desigualdade"
"2402303","Caraúbas","RN","-0.800580288023599","Média","-0.000300846708016477","Equidade","-1.22615004108747","Médio-baixa","-0.706191711428089","Desigualdade alta"
"2402402","Carnaúba dos Dantas","RN","-0.84622596596965","Média","-0.878936163168722","Desigualdade alta","-0.911848785768241","Média","-0.931555313214653","Desigualdade alta"
"2402501","Carnaubais","RN","-0.839738988980976","Média","-0.525186282537209","Desigualdade","-1.32074938844752","Médio-baixa","-0.422773431757816","Desigualdade"
"2402600","Ceará-Mirim","RN","-1.17731374540694","Médio-baixa","-0.0781386537239471","Desigualdade","-1.78104219008987","Baixa","-0.064643924843439","Desigualdade"
"2402709","Cerro Corá","RN","-1.50279013815218","Baixa","0.000774813601024279","Equidade","-1.46253033246195","Baixa","0.000412106633128028","Equidade"
"2402808","Coronel Ezequiel","RN","-1.2726142752379","Médio-baixa","-0.000102600539061972","Equidade","-1.73609923454556","Baixa","0.000235977270253582","Equidade"
"2402907","Coronel João Pessoa","RN","-1.26346939712453","Médio-baixa","-0.742959287277315","Desigualdade alta","-1.70581613391676","Baixa","-0.00121027299032926","Equidade"
"2403004","Cruzeta","RN","-0.451218306397002","Médio-alta","-0.488213674851287","Desigualdade","-0.643859353691114","Média","-0.757612323600846","Desigualdade alta"
"2403103","Currais Novos","RN","-0.524811340029706","Médio-alta","-0.332368125758999","Desigualdade","-0.811470251181411","Média","-0.350896186385269","Desigualdade"
"2403202","Doutor Severiano","RN","-0.791141082327499","Média","-0.799503921303838","Desigualdade alta","-1.02030175628447","Média","-0.575768568086739","Desigualdade alta"
"2403251","Parnamirim","RN","-0.713094695191374","Média","-0.0534545207538869","Desigualdade","-1.13160401224868","Médio-baixa","-0.0635548438668269","Desigualdade"
"2403301","Encanto","RN","-0.846523853999178","Média","-0.00184118759173726","Desigualdade","-1.02670275249677","Média","-0.535378188477591","Desigualdade"
"2403400","Equador","RN","-0.887512750752604","Média","-1.1270342366198","Desigualdade extrema","-1.33202285490398","Médio-baixa","-0.649256472492609","Desigualdade alta"
"2403509","Espírito Santo","RN","-1.8535433667133","Baixa","-0.908600117020802","Desigualdade extrema","-2.00693615183079","Baixa","-0.623159514310327","Desigualdade alta"
"2403608","Extremoz","RN","-1.19880627956491","Médio-baixa","0.00284851970436834","Situações atípicas","-1.70199858374084","Baixa","0.000539229595236543","Equidade"
"2403707","Felipe Guerra","RN","-0.630875829881962","Média","-0.63568654903275","Desigualdade alta","-0.899163445562067","Média","-0.706699916992547","Desigualdade alta"
"2403756","Fernando Pedroza","RN","-1.33370814298506","Médio-baixa","-0.00347030176273309","Desigualdade","-1.43596539904856","Baixa","-0.018415037984256","Desigualdade"
"2403806","Florânia","RN","-0.991040296004238","Média","-0.00120592173130519","Equidade","-1.41074390165563","Baixa","-0.422025987123036","Desigualdade"
"2403905","Francisco Dantas","RN","-0.971541073847084","Média","-0.00123217592810383","Equidade","-1.29793257884769","Médio-baixa","-0.000682568734239661","Equidade"
"2404002","Frutuoso Gomes","RN","-0.982592295369853","Média","-0.466030504593391","Desigualdade","-1.14326076777508","Médio-baixa","-0.664587257039354","Desigualdade alta"
"2404101","Galinhos","RN","-2.39427393972848","Baixa","-0.00204235149928271","Desigualdade","-2.00137786183325","Baixa","0.0000399822216507827","Equidade"
"2404200","Goianinha","RN","-0.728183941679395","Média","-0.287932752251892","Desigualdade","-1.00292963968623","Média","-0.157175624226498","Desigualdade"
"2404309","Governador Dix-Sept Rosado","RN","-0.910827235356826","Média","-0.744011566714645","Desigualdade alta","-1.31086132033072","Médio-baixa","-0.953765856123781","Desigualdade extrema"
"2404408","Grossos","RN","-0.87200293350165","Média","-0.887596510985421","Desigualdade alta","-1.46681180848308","Baixa","-1.1474845123392","Desigualdade extrema"
"2404507","Guamaré","RN","-1.31022553350088","Médio-baixa","-0.421144145017127","Desigualdade","-1.61215777769786","Baixa","-0.495587905023708","Desigualdade"
"2404606","Ielmo Marinho","RN","-1.18536453000342","Médio-baixa","-0.405039201958635","Desigualdade","-1.59333161385715","Baixa","-0.595302220676846","Desigualdade alta"
"2404705","Ipanguaçu","RN","-1.51945410450291","Baixa","0.795963701043102","Situações atípicas","-1.9796277224957","Baixa","-0.498414848760549","Desigualdade"
"2404804","Ipueira","RN","-0.728108617815465","Média","-0.00336613424793936","Desigualdade","-0.834426235912853","Média","-0.000592333225503599","Equidade"
"2404853","Itajá","RN","-1.40926318947552","Baixa","-0.668903867624202","Desigualdade alta","-1.83017283383093","Baixa","-0.00132090506698648","Equidade"
"2404903","Itaú","RN","-0.974182319730733","Média","-0.000527723275958985","Equidade","-1.13186865250402","Médio-baixa","-0.00407980538365213","Desigualdade"
"2405009","Jaçanã","RN","-0.878458149901334","Média","0.000463776238697047","Equidade","-1.0760889415371","Médio-baixa","0.765357578786665","Situações atípicas"
"2405108","Jandaíra","RN","-1.62536243216129","Baixa","0.000410979220468659","Equidade","-2.16805357125116","Baixa","0.886890141421073","Situações atípicas"
"2405207","Janduís","RN","-1.06689199727082","Média","0.00000496103990585143","Equidade","-1.38425901664186","Baixa","-0.00287801816293183","Desigualdade"
"2405306","Januário Cicco","RN","-1.38881185294773","Baixa","-0.587289632370116","Desigualdade alta","-1.95913730013132","Baixa","-0.000960640247160653","Equidade"
"2405405","Japi","RN","-1.75802455576061","Baixa","-0.789336614703169","Desigualdade alta","-1.93035895210139","Baixa","-0.000211551471395947","Equidade"
"2405504","Jardim de Angicos","RN","-1.8370858203315","Baixa","-0.00189740453307546","Desigualdade","-2.42211545562888","Baixa","-0.0000212823355487407","Equidade"
"2405603","Jardim de Piranhas","RN","-1.02658245695551","Média","-0.767201105771021","Desigualdade alta","-1.16447801657087","Médio-baixa","-0.927545382669292","Desigualdade alta"
"2405702","Jardim do Seridó","RN","-0.535418674695917","Médio-alta","-0.630102202461225","Desigualdade alta","-0.798484874489659","Média","-0.808611431447979","Desigualdade alta"
"2405801","João Câmara","RN","-1.69173861319471","Baixa","0.240104894857756","Situações atípicas","-2.19793574385465","Baixa","-0.272354299501944","Desigualdade"
"2405900","João Dias","RN","-1.37760103578957","Baixa","-0.000395534951298978","Equidade","-1.75807834858379","Baixa","-0.844759834743922","Desigualdade alta"
"2406007","José da Penha","RN","-1.04577449665458","Média","-0.440279013581301","Desigualdade","-1.1898752918918","Médio-baixa","-0.758078009576513","Desigualdade alta"
"2406106","Jucurutu","RN","-0.700929450347449","Média","-0.736349017357135","Desigualdade alta","-1.12099613588262","Médio-baixa","-0.368266681197134","Desigualdade"
"2406155","Jundiá","RN","-1.744275834762","Baixa","-1.26498176403299","Desigualdade extrema","-2.12717653311309","Baixa","-0.673856991526264","Desigualdade alta"
"2406205","Lagoa d'Anta","RN","-1.42965303984058","Baixa","-0.581038446469432","Desigualdade alta","-1.99989304805667","Baixa","-0.000719833833910832","Equidade"
"2406304","Lagoa de Pedras","RN","-1.30677237147696","Médio-baixa","0.716679999925927","Situações atípicas","-1.65629853060181","Baixa","0.000293869474141753","Equidade"
"2406403","Lagoa de Velhos","RN","-1.85660113414774","Baixa","-0.00162305620800554","Desigualdade","-2.27012220095003","Baixa","-1.0009084123873","Desigualdade extrema"
"2406502","Lagoa Nova","RN","-0.899677874465352","Média","-0.331915593552593","Desigualdade","-1.26361022448541","Médio-baixa","-0.44477906568223","Desigualdade"
"2406601","Lagoa Salgada","RN","-1.21065763939237","Médio-baixa","-0.801466196992808","Desigualdade alta","-1.3292653642182","Médio-baixa","-0.850611147129216","Desigualdade alta"
"2406700","Lajes","RN","-0.752002223205813","Média","-0.753678432270526","Desigualdade alta","-1.10537119085523","Médio-baixa","-0.0000435681876974104","Equidade"
"2406809","Lajes Pintadas","RN","-1.39276217466447","Baixa","7.4120226253824e-7","Equidade","-1.83508097725515","Baixa","0.883247207807228","Situações atípicas"
"2406908","Lucrécia","RN","-1.18213999591474","Médio-baixa","-0.818212836686366","Desigualdade alta","-1.25657350377105","Médio-baixa","-0.601831350023652","Desigualdade alta"
"2407005","Luís Gomes","RN","-1.0475869388311","Média","-1.28129967665426","Desigualdade extrema","-1.52043632307345","Baixa","-0.772555527965088","Desigualdade alta"
"2407104","Macaíba","RN","-1.03686801372328","Média","-0.0590778049104922","Desigualdade","-1.42297642277109","Baixa","-0.113909240542625","Desigualdade"
"2407203","Macau","RN","-1.17570940986847","Médio-baixa","-0.264454683774737","Desigualdade","-1.77871093475076","Baixa","-0.00200093815954075","Desigualdade"
"2407252","Major Sales","RN","-0.943755423654065","Média","-0.648561683939096","Desigualdade alta","-1.34746548907721","Médio-baixa","-0.0035865596261682","Desigualdade"
"2407302","Marcelino Vieira","RN","-1.23762052932913","Médio-baixa","-0.00195243686864435","Desigualdade","-1.4565809930231","Baixa","-0.00147970798497215","Equidade"
"2407401","Martins","RN","-0.817093102763215","Média","-1.1841927143264","Desigualdade extrema","-1.15431268963182","Médio-baixa","-0.847871036974343","Desigualdade alta"
"2407500","Maxaranguape","RN","-1.29818237472301","Médio-baixa","-0.502933534604056","Desigualdade","-2.0500607353691","Baixa","-0.00158233838397642","Desigualdade"
"2407609","Messias Targino","RN","-1.29002208117707","Médio-baixa","-0.748455393452755","Desigualdade alta","-1.52019404759942","Baixa","-0.0000628070835979724","Equidade"
"2407708","Montanhas","RN","-1.10201024037245","Médio-baixa","-0.568288564148635","Desigualdade alta","-1.2259964732782","Médio-baixa","-0.349174762768749","Desigualdade"
"2407807","Monte Alegre","RN","-1.42902464680512","Baixa","-0.0000801437514676369","Equidade","-1.8216200720618","Baixa","-0.340509440126136","Desigualdade"
"2407906","Monte das Gameleiras","RN","-2.7713236160862","Baixa","0.00000781588389396137","Equidade","-2.51951590535354","Baixa","-0.000459443415164922","Equidade"
"2408003","Mossoró","RN","-0.482052528258919","Médio-alta","-0.0797869456033777","Desigualdade","-0.764209513413146","Média","-0.0706773302747374","Desigualdade"
"2408102","Natal","RN","-0.772569972214817","Média","-0.0338747093878113","Desigualdade","-1.16516770520517","Médio-baixa","-0.0224919405010294","Desigualdade"
"2408201","Nísia Floresta","RN","-1.19805966609308","Médio-baixa","-0.00190628157636011","Desigualdade","-1.47379771690398","Baixa","-0.4149143301779","Desigualdade"
"2408300","Nova Cruz","RN","-1.24594326476075","Médio-baixa","-0.237585257437619","Desigualdade","-1.63142238784247","Baixa","-0.0000631537926046155","Equidade"
"2408409","Olho d'Água do Borges","RN","-1.39650980948193","Baixa","-0.805833296811571","Desigualdade alta","-1.68078487387981","Baixa","-0.0000512289046934116","Equidade"
"2408508","Ouro Branco","RN","-0.661061249980585","Média","-0.828701565312028","Desigualdade alta","-0.765066922098183","Média","-0.00385410926931079","Desigualdade"
"2408607","Paraná","RN","-1.3555912745579","Médio-baixa","-0.61512664192183","Desigualdade alta","-2.2148955225059","Baixa","-0.605405555983672","Desigualdade alta"
"2408706","Paraú","RN","-1.85595028062316","Baixa","-0.732236998085951","Desigualdade alta","-2.55214251492154","Baixa","-0.00239762919376695","Desigualdade"
"2408805","Parazinho","RN","-1.17491051059486","Médio-baixa","-0.00310255683535518","Desigualdade","-1.67268745914464","Baixa","-0.641900885071506","Desigualdade alta"
"2408904","Parelhas","RN","-0.453524771026879","Médio-alta","-0.418201603710395","Desigualdade","-0.557947061926376","Médio-alta","-0.555354102872521","Desigualdade alta"
"2408953","Rio do Fogo","RN","-1.50588983421717","Baixa","-0.38024942475316","Desigualdade","-2.15357665013868","Baixa","-0.370228169579391","Desigualdade"
"2409100","Passa e Fica","RN","-1.37996956018703","Baixa","-0.00276471358676249","Desigualdade","-1.63484749105853","Baixa","-0.000457791149829108","Equidade"
"2409209","Passagem","RN","-1.32630620854628","Médio-baixa","0.00109327209935348","Equidade","-1.66199359000657","Baixa","-0.00280675415614697","Desigualdade"
"2409308","Patu","RN","-1.24829774138067","Médio-baixa","-0.587080448815089","Desigualdade alta","-1.7066746003631","Baixa","-0.000085274931646892","Equidade"
"2409332","Santa Maria","RN","-1.15458621376002","Médio-baixa","0.678200299316602","Situações atípicas","-1.27167749246752","Médio-baixa","0.000574129463138984","Equidade"
"2409407","Pau dos Ferros","RN","-0.567028758176218","Médio-alta","-0.595007276166746","Desigualdade alta","-0.857754459398445","Média","-0.709889374109177","Desigualdade alta"
"2409506","Pedra Grande","RN","-1.18049908221703","Médio-baixa","-0.000150784979913476","Equidade","-1.67749560981152","Baixa","-1.5470592520168e-7","Equidade"
"2409605","Pedra Preta","RN","-1.79401527154022","Baixa","0.000983647841553648","Equidade","-2.39700380898821","Baixa","-0.0000566628679700287","Equidade"
"2409704","Pedro Avelino","RN","-1.11300649187773","Médio-baixa","-0.00276534606465804","Desigualdade","-1.96036605633902","Baixa","-0.00189400793298845","Desigualdade"
"2409803","Pedro Velho","RN","-1.39955820355118","Baixa","-0.648247757865125","Desigualdade alta","-1.83125816251245","Baixa","-0.645063263526113","Desigualdade alta"
"2409902","Pendências","RN","-1.2272944338082","Médio-baixa","-0.641993515801647","Desigualdade alta","-1.59901393738925","Baixa","0.0000267550273026074","Equidade"
"2410009","Pilões","RN","-1.06005694939101","Média","-0.00116567216275896","Equidade","-1.35424321169638","Médio-baixa","-0.0000825978529392357","Equidade"
"2410108","Poço Branco","RN","-1.54983718103665","Baixa","-0.404773358729809","Desigualdade","-1.98514306689746","Baixa","-0.447247854775619","Desigualdade"
"2410207","Portalegre","RN","-0.874314046078917","Média","-0.425004129016915","Desigualdade","-1.1676109714334","Médio-baixa","-0.556178796457582","Desigualdade alta"
"2410256","Porto do Mangue","RN","-1.55720228552259","Baixa","0.00234783573465146","Situações atípicas","-1.77103573297463","Baixa","0.000470800908954253","Equidade"
"2410306","Serra Caiada","RN","-1.22070449056413","Médio-baixa","-0.806536469006657","Desigualdade alta","-1.86632093427197","Baixa","-0.604329014709184","Desigualdade alta"
"2410405","Pureza","RN","-1.6520777924143","Baixa","1.30475850598463","Situações atípicas","-1.96269949833232","Baixa","0.000520126079667561","Equidade"
"2410504","Rafael Fernandes","RN","-0.924776657363653","Média","0.365101203851263","Situações atípicas","-1.27335100400845","Médio-baixa","-0.00382556039432645","Desigualdade"
"2410603","Rafael Godeiro","RN","-0.980031466413023","Média","-0.888105321586026","Desigualdade alta","-0.859281114027435","Média","-0.595822241287165","Desigualdade alta"
"2410702","Riacho da Cruz","RN","-1.00995911254653","Média","-0.795021008539476","Desigualdade alta","-1.47011788751093","Baixa","-0.646457405655846","Desigualdade alta"
"2410801","Riacho de Santana","RN","-0.811691196065876","Média","-0.673592151457333","Desigualdade alta","-1.00160950653658","Média","-0.497047154881847","Desigualdade"
"2410900","Riachuelo","RN","-1.26211281169633","Médio-baixa","-0.402188070284096","Desigualdade","-1.76166016166469","Baixa","-0.582089545784317","Desigualdade alta"
"2411007","Rodolfo Fernandes","RN","-1.0953347946109","Médio-baixa","-0.740508851160618","Desigualdade alta","-2.13964571099046","Baixa","-0.617027654711472","Desigualdade alta"
"2411056","Tibau","RN","-1.31774126163572","Médio-baixa","1.49739466430945","Situações atípicas","-2.31581543661588","Baixa","0.88520723515193","Situações atípicas"
"2411106","Ruy Barbosa","RN","-0.927749859378675","Média","-0.00124030465434477","Equidade","-1.47260606449027","Baixa","-0.00236907636413575","Desigualdade"
"2411205","Santa Cruz","RN","-1.11229650963185","Médio-baixa","-0.29941253150675","Desigualdade","-1.82104374734029","Baixa","-0.346438959009853","Desigualdade"
"2411403","Santana do Matos","RN","-1.25305269708492","Médio-baixa","0.00151532711478816","Situações atípicas","-1.54326535638012","Baixa","-0.739202577818291","Desigualdade alta"
"2411429","Santana do Seridó","RN","-0.571654826528193","Médio-alta","-0.00249528808075679","Desigualdade","-0.778474258467137","Média","0.000144014478378948","Equidade"
"2411502","Santo Antônio","RN","-1.16901815415022","Médio-baixa","-0.472173697502379","Desigualdade","-1.44204597073146","Baixa","-0.591947614857559","Desigualdade alta"
"2411601","São Bento do Norte","RN","-1.23652413673208","Médio-baixa","-0.556983416963711","Desigualdade alta","-1.90876876188097","Baixa","-5.7596679219204e-7","Equidade"
